,State,Step,Susceptible,Infected,Removed,Dead,GDP Drop
13,Florida,13,8430000,3730000,9285000,30000,0.018356228172293258
14,Florida,14,8230000,3795000,9415000,35000,0.01795576251455169
15,Florida,15,8010000,3800000,9630000,35000,0.01751804423748531
16,Florida,16,7840000,3735000,9865000,35000,0.017229336437718117
17,Florida,17,7655000,3610000,10175000,35000,0.017024447031431734
18,Florida,18,7515000,3470000,10455000,35000,0.016763678696158146
19,Florida,19,7360000,3375000,10705000,35000,0.01664260768335254
20,Florida,20,7180000,3160000,11100000,35000,0.016502910360884557
21,Florida,21,7025000,2960000,11455000,35000,0.016437718277066162
22,Florida,22,6900000,2710000,11830000,35000,0.01631664726426057
23,Florida,23,6815000,2370000,12245000,45000,0.016242142025610976
24,Florida,24,6690000,2045000,12690000,50000,0.016214202561117375
25,Florida,25,6600000,1780000,13040000,55000,0.016167636786961377
26,Florida,26,6465000,1495000,13455000,60000,0.01613038416763658
27,Florida,27,6355000,1280000,13775000,65000,0.016093131548311785
28,Florida,28,6255000,1020000,14135000,65000,0.016083818393480585
29,Florida,29,6170000,840000,14400000,65000,0.016046565774155787
30,Florida,30,6080000,665000,14660000,70000,0.016046565774155787
31,Florida,31,5995000,490000,14920000,70000,0.016037252619324587
32,Florida,32,5930000,390000,15085000,70000,0.01601862630966219
33,Florida,33,5850000,290000,15265000,70000,0.01600931315483099
34,Florida,34,5795000,235000,15375000,70000,0.01600931315483099
35,Florida,35,5710000,200000,15495000,70000,0.01600931315483099
36,Florida,36,5675000,150000,15580000,70000,0.015999999999999792
37,Florida,37,5640000,95000,15670000,70000,0.015990686845168592
38,Florida,38,5615000,70000,15720000,70000,0.015981373690337395
39,Florida,39,5580000,50000,15770000,75000,0.01596274738067499
40,Florida,40,5535000,60000,15805000,75000,0.01595343422584379
41,Florida,41,5480000,35000,15885000,75000,0.015944121071012594
42,Florida,42,5465000,30000,15905000,75000,0.015925494761350197
43,Florida,43,5460000,15000,15925000,75000,0.015925494761350197
44,Florida,44,5390000,55000,15955000,75000,0.015925494761350197
45,Florida,45,5365000,45000,15990000,75000,0.0158975552968566
46,Florida,46,5375000,10000,16015000,75000,0.0158882421420254
47,Florida,47,5365000,15000,16020000,75000,0.0158882421420254
48,Florida,48,5345000,15000,16040000,75000,0.015878928987194202
49,Florida,49,5335000,20000,16045000,75000,0.015878928987194202
50,Florida,50,5315000,15000,16070000,75000,0.0158603026775318
51,Florida,51,5290000,20000,16090000,75000,0.0158509895227006
52,Florida,52,5290000,25000,16085000,75000,0.015823050058207003
53,Florida,53,5285000,15000,16095000,80000,0.015813736903375803
54,Florida,54,5300000,10000,16085000,80000,0.015795110593713402
55,Florida,55,5285000,20000,16090000,80000,0.015785797438882206
56,Florida,56,5290000,15000,16090000,80000,0.015739231664726207
57,Florida,57,5290000,5000,16100000,80000,0.015739231664726207
58,Florida,58,5275000,30000,16090000,80000,0.015729918509895007
59,Florida,59,5250000,15000,16130000,80000,0.015711292200232607
60,Florida,60,5275000,15000,16105000,80000,0.01570197904540141
61,Florida,61,5290000,10000,16095000,80000,0.01569266589057021
